word,sum of current price,occurence
太極,1596060,8
財團,17085635,8
滋生,7558994,8
溫控,28969661,8
口徑,9322631,8
飛沫,3743507,8
運轉,40238827,8
插電,12804483,8
音源,21897787,8
立體聲,11241958,8
廢棄物,1616625,8
車縫,3208561,8
袋子,19521089,8
密封,11390161,8
保障,8338584,8
第五,4956843,8
傳感器,15172015,8
火車,5289113,8
路線,4647050,8
潮流,3220476,8
倡議,16393799,8
美容,1181305,8
女兒,7497878,8
條件,2910771,8
收錄,11038428,8
景點,6377280,8
居民,901918,8
定位,2870131,8
案件,18889113,8
續航力,37665492,8
回覆,35963457,8
編碼,22385148,8
多樣,11162767,8
製程,4617493,8
烘豆,26827760,8
變更,5750747,8
減少,2953429,8
簡易,27016576,8
沖煮,43019922,8
水質,5759352,8
剩餘,32575352,8
博物館,14104609,8
雨天,27013086,8
鋼材,25085268,8
滑動,1327445,8
均勻,3650414,8
完美,5650415,8
玫瑰金,18676053,8
奶油,13759071,8
塑膠袋,15722762,8
男性,5596652,8
外部,11735334,8
網布,20365780,8
防潑,11625431,8
背法,7491584,8
登山,23722062,8
外觀,37978539,8
歐盟,7623787,8
應用,6217839,8
新增,24111040,8
北歐,5505787,8
外掛,16840243,8
謝謝,5930429,8
臉型,2259181,8
老人,11506572,8
愛護,2603184,8
流浪,2769388,8
浪浪,4623258,8
尿布,4180023,8
影展,1407297,8
地址,2376672,8
都市,1694805,8
力量,2839131,8
教師,29218791,8
旅途,1717983,8
進化,35328574,8
鏤空,10720184,8
表達,23882041,8
指令,8453218,8
抑制,13117079,8
極限,15084156,8
多點,1386507,8
星座,5117593,8
維他命,1513074,8
塑化劑,5744203,8
氣流,9110785,8
航空,17127361,8
掌握,7475517,8
聲明,25010046,8
集線器,14051487,8
錶殼,14531140,8
藍寶石,13532670,8
機械,11687297,8
拋光,6809544,8
翻譯,22479515,8
永久,7919780,8
鉛筆,17434348,8
學員,819283,8
英雄,21431601,8
彩色,46892414,8
發熱,11674426,8
海綿,4424634,8
內褲,18171730,8
燈罩,11048966,8
色系,10465129,8
瑞士,16635479,8
換新,22954576,8
探討,345631,8
清單,19264286,8
滾輪,14802440,8
流程,11899351,8
配置,16451363,8
變色,7744648,8
捕捉,36444115,8
微粒,8942359,8
編輯,49172766,8
聲控,16872141,8
打開,11035906,8
防止,1963323,8
大師,22426506,8
凌亂,7266619,8
學院,485130,8
文件,7269547,8
服飾,1594248,8
傳達,800454,8
回憶,839422,8
截圖,2360434,8
遊玩,9428797,8
寄出,4702601,8
雜質,13442351,8
遠紅外線,4779053,8
平安,21166967,8
好運,3699172,8
釋放,9793994,8
混音,15423090,8
收據,1962590,8
青年,1077727,8
整理,10970415,8
輔具,1590754,8
生成,10335798,8
合金,25191444,8
手臂,11061480,8
合身,3272399,8
潔淨,9002219,8
穿鞋,49831589,8
天絲,9295811,8
髒汙,9673208,8
極致,19625275,8
高彈性,12944123,8
自信,683522,8
腳型,11652865,8
酷卡,307370,8
氣墊,3673902,8
寧靜,4976758,8
生長,15148508,8
寶寶,13751335,8
視角,5705007,8
熱水,3216521,8
色彩,16885164,8
栽種,467131,8
高級,5224548,8
出生,1250230,8
扣上,5648190,8
募集,5009476,8
燈泡,11905389,8
組織,42235824,8
紙盒,5315009,8
三合一,12559902,8
包款,12282406,8
民國,5166377,8
獨特,7065708,8
好看,8064849,8
銀離子,13000057,8
負重,16350948,8
水量,38540402,8
零錢,23182452,8
風乾,3492564,8
喝水,18375760,8
高通,10314167,8
果汁,5519375,8
精密,23496469,8
開立,5734944,8
飲用,19890691,8
彰化,8593188,8
優化,3630979,8
省電,7933942,8
條款,34888546,8
騎士,6488024,8
渦輪,8661481,8
足弓,7137084,8
二氧化碳,11948489,8
乳膠,2971434,8
涼感,3278475,8
筆芯,12912629,8
積木,8432652,8
面膜,541780,8
精華液,589218,8
背心,1717860,8
同樂,48882091,7
夜晚,3521481,7
前置,2115235,7
外徑,5597009,7
放進,19106018,7
徹底,8025874,7
保鮮盒,11264328,7
不變形,16494647,7
後方,6144572,7
成員,1440692,7
平整,13561641,7
音域,29151116,7
錄音,17930722,7
失智,363448,7
鋼琴,26239335,7
低溫,50861234,7
烘烤,2378840,7
終了,9042253,7
運作,15040530,7
安靜,37419380,7
防禦,3818869,7
私密,2024335,7
老化,4979663,7
消費,141809,7
拓展,20359709,7
人口,2970215,7
好喝,32701498,7
後期,1646515,7
亞洲,6590221,7
放映,3287354,7
遊行,3672374,7
單元,8733524,7
校園,1402902,7
學童,560915,7
捐出,1695257,7
策展,390502,7
茶包,3393662,7
隔板,6482687,7
貴重,2084010,7
得到,1940054,7
滾筒,73022176,7
襯衫,51705237,7
黃金,52619604,7
搬運,72661550,7
保固卡,60616943,7
行程,53437722,7
憑證,56811072,7
期限,59449657,7
配重,8764907,7
開蓋,16094831,7
刻字,12734935,7
充電盤,18231674,7
限制,3923681,7
複製,13699381,7
新手,13100185,7
閱讀,14135189,7
實測,14854925,7
地面,34203227,7
三星,18573548,7
半導體,13686376,7
教材,11729964,7
共振,26815100,7
捷運,3351572,7
舒適度,7804458,7
染色,2966838,7
厚重,2190397,7
感應器,35241927,7
整合,12082923,7
修復,30148660,7
為準,10460032,7
年代,5254694,7
有點,6475004,7
今天,36350716,7
營養師,8923933,7
適量,4965880,7
下午,1961575,7
睡覺,20168441,7
餐桌,2644733,7
裁切,1811610,7
音樂人,26485093,7
藝人,2957247,7
觸媒,35988381,7
臭味,6453748,7
註冊,4455442,7
磨砂,1421391,7
拉桿,10889728,7
低調,31508055,7
靈魂,7307209,7
馬克杯,35130523,7
安規,7665695,7
隔離,15263609,7
分貝,50685405,7
單眼,35918403,7
混搭,12500496,7
智慧型,5116434,7
數量,4213340,7
延遲,14177877,7
聲道,12046429,7
主動式,14220737,7
樺木,17391035,7
音箱,21429298,7
到貨日,9338703,7
能源,1090018,7
回復,7937762,7
序號,4300372,7
吸水,20696018,7
技藝,13870969,7
預設,15128386,7
機種,15416362,7
事情,4082073,7
選配,9472598,7
接孔,9863202,7
互動式,3574250,7
引擎,28762261,7
接收,6300995,7
動畫,14453518,7
街頭,7689240,7
研究,8311142,7
停止,24634188,7
膚質,2604518,7
公民,12842181,7
背面,29725177,7
甜點,4187735,7
印花,6555957,7
風景,4212635,7
珍奶,10041442,7
特徵,1885679,7
飾品,3104129,7
交流,1151523,7
諮詢,4111848,7
資訊,636500,7
接近,1076181,7
曲目,38659428,7
接聽,19298151,7
唱歌,819050,7
性別,3175169,7
當天,803220,7
小巧,5573005,7
黑膠,6380371,7
訊息,24915868,7
通知,16207208,7
螺旋,10137883,7
浸泡,5252283,7
單品,882700,7
花香,4049226,7
氣氛,5148218,7
氮化錄,19356361,7
飛行,9244651,7
第四,5484757,7
鎖定,11905267,7
叉子,30437075,7
國外,8386300,7
美觀,1959333,7
攪拌,3695222,7
美妝,1513595,7
節氣,24961983,7
感測,36337873,7
家居,4341064,7
包袋,23918434,7
歐洲,4888569,7
取物,32528433,7
主體,10068811,7
卡夾,14578156,7
後背,10598018,7
水平,5477878,7
刮傷,11390550,7
原色,3172749,7
主管,18839521,7
敵人,25139326,7
上市,4399503,7
展開,15505822,7
強風,11532855,7
海軍,29050134,7
傘面,14454977,7
性能,22248708,7
縮小,9495440,7
掛鉤,19814909,7
傘布,15311625,7
陽光,20389321,7
針織,7082491,7
棉布,2916824,7
品質,2132151,7
表布,3649046,7
帶給,677132,7
公共,679698,7
銀色,31135774,7
玻尿酸,418494,7
洗完,17498197,7
族群,6330763,7
日子,3896965,7
框架,352433,7
生日,1227731,7
牠們,1614145,7
器具,28810292,7
天使,2671068,7
年曆,3974719,7
自如,7293488,7
歌手,1508337,7
命運,1282394,7
種子,3688573,7
新色,49923747,7
創作出,2844860,7
不便,10471877,7
保鮮,10341232,7
冰箱,7708475,7
金黃色,2661594,7
死角,8593048,7
感覺,4098383,7
测試,21626239,7
一下,4662313,7
光圈,9315113,7
出色,6989225,7
短片,1716473,7
現代,1864135,7
碳水化合物,2730157,7
出風口,8221312,7
熱風,22853532,7
橄欖油,2596779,7
敲擊,20021264,7
道路,9295883,7
可可,4820821,7
減輕,6505445,7
入團,17013587,7
疫痛,8116440,7
繁體,7681255,7
配色,17209277,7
傳播,293087,7
實境,680092,7
吸盤,12457010,7
廣角,31151728,7
單孔,24675653,7
市場,6852803,7
醫療級,18327158,7
兌換,4621233,7
毛屑,23729654,7
硬幣,4065619,7
背板,4471278,7
愛車,7923283,7
加購價,55207037,7
參數,53326878,7
標籤,12164889,7
加大,11420546,7
輪子,15310259,7
走路,6838151,7
扣環,9283729,7
病變,584622,7
鏡框,2360622,7
撕裂,10363899,7
接上,15932339,7
腰部,19558164,7
市售價,34790965,7
緊繃,9910054,7
辦公室,9426014,7
少年,4111678,7
滑手機,12570079,7
展示,3271764,7
都會,1531968,7
容納,3585877,7
強韌,5080317,7
置物,3380113,7
生豆,26590570,7
課綱,1922724,7
高效,914087,7
東京,278998,7
穩定,5818794,7
危險,1522506,7
傳遞,636801,7
質量,9573483,7
健身房,4288586,7
肌群,4790430,7
試用,35216462,7
開幕,28860420,7
典藏,4331679,7
細胞,23374009,7
會議,13600273,7
燈管,16367633,7
博士,20247698,7
優良,1005301,7
乾濕,11900521,7
星期五,20301487,7
盒子,5987186,7
反應,7769622,7
活性,987934,7
施工,11130772,7
概念,1497855,7
經歷,4705272,7
人員,546600,7
自然,4037353,7
摩擦,645420,7
他牌,8926861,7
真皮,6871911,7
強化,8890892,7
安卓,30442595,7
章節,11011812,7
拉鏈,14712369,7
水壓,12714445,7
寬鬆,12390177,7
襪子,17207381,7
孔洞,23040603,7
休閒鞋,39215138,7
肺炎,511210,7
毛刷,8608467,7
字型,21367119,7
字體,19846219,7
加碼,23295564,7
柔和,3103760,7
特調,14496793,7
紗線,17784968,7
年度,6930756,7
果醬,10153680,7
魔術,12133919,7
黴菌,22204033,7
興趣,453510,7
藍色,2608980,7
倒入,4355678,7
清新,3226426,7
稀釋,4414919,7
手工皂,1725468,7
薄荷,7608623,7
東方,30125648,7
改編,3240505,7
成品,5623679,7
發明展,10166725,7
紫外光,24778566,7
品項,25699091,7
觀察,11191789,7
輪胎,6814972,7
吃飯,4236014,7
傘骨,14891055,7
木製,4902555,7
教室,5327250,7
阿里山,1632230,7
傳承,6431860,7
追劇,27473992,7
縫製,4072152,7
北美,9201015,7
深層,1743271,7
路面,5452134,7
車站,3652418,7
輕便,21900601,7
慈善,1176333,7
上海,960661,7
指南,45870347,7
清潔劑,20188835,7
充電頭,41057000,7
飲水,11997341,7
沖洗,7811062,7
石墨烯,14315001,7
世代,7865158,7
聚丙烯,7494109,7
男女,1049307,7
封面,9539933,7
作者,2692921,7
護手,732669,7
膠囊,6674321,7
標章,2176919,7
穿戴,2914494,7
浴室,13579612,7
醫院,14361212,7
喚醒,6855842,7
更新,12493660,7
草莓,3581863,7
冠狀,991521,7
瓦數,20921145,7
硬殼,17497584,7
研磨,24445928,7
濾心,1780915,7
消除,6967083,7
治療師,5417953,7
香草,12172622,7
応援,9196299,7
褲頭,1972190,7
裝訂,7102401,7
可調式,33383464,7
省下,7165828,7
散步,12547148,7
頭皮,12969898,7
肩膀,914428,7
牙齒,10544461,7
案例,21005661,7
客戶,5153233,7
聖誕,5887910,7
益智,52672796,6
小小孩,47480796,6
邏輯,44088316,6
寓教於樂,25546076,6
扮演,26723280,6
父母,24666292,6
素養,33451132,6
包體,8167027,6
車廂,5790425,6
五金,2450420,6
融化,14127094,6
雨水,18120040,6
繩子,4122512,6
夜光,6523077,6
身長,6576027,6
農產品,376360,6
農家,234020,6
累計,2607741,6
新台幣,2178283,6
廁所,24377767,6
山區,53867820,6
下雨,2684969,6
熟悉,6350686,6
年長,160761,6
廚師,17003362,6
開拓,6727607,6
轉接,25419472,6
海關,13909904,6
表現,5401830,6
繪圖,15528076,6
控制器,12438448,6
節能,10724847,6
網友,12737883,6
媽咪,11383179,6
困擾,9497926,6
武漢,136679,6
轉型,22445869,6
純樸,267018,6
排列,1390551,6
集團,3449799,6
入圍,2126067,6
記者會,21318145,6
認養,1550447,6
拍出,32218342,6
師生,597314,6
純真,1719530,6
長大,23526969,6
新北,786760,6
台東,15860966,6
茶品,982294,6
內側,849552,6
怪獸,2354593,6
兒少,2747408,6
專家,14071871,6
說明書,1640087,6
商店,14060746,6
過程,24467698,6
背景,5350001,6
三角,3889602,6
直立,10168525,6
貼片,14475874,6
手機架,2925437,6
撐起,6932901,6
相容性,7673167,6
物體,10135420,6
洗衣,53000351,6
洗淨,49377062,6
售後,56865939,6
鈦合金,8392154,6
選項,9148219,6
特價,13151323,6
筆蓋,11332658,6
氣密,29571706,6
包裝盒,9097235,6
筆尖,13368028,6
早鳥,7682791,6
彈簧,7891200,6
實心,7043171,6
腐蝕,11629337,6
通訊,13139778,6
選取,5281188,6
搞定,23375984,6
計算,8594440,6
製作人,548822,6
振動,9317378,6
出口,261960,6
祈福,9301108,6
編曲,1450157,6
失眠,3329592,6
咖啡渣,16172706,6
隔熱,11722518,6
頁數,4347859,6
杯口,16689124,6
紳士,6434432,6
創新,7618266,6
募資價,3633701,6
辨識,7746653,6
異常,7543843,6
貓奴,10445063,6
回顧,11769701,6
新創,18325242,6
醫學,7778913,6
公開,1134972,6
合格,2390189,6
野生,15005139,6
紙本,1592009,6
舒壓,12446482,6
全方位,8256289,6
訂單,7978966,6
解除,1763324,6
棉花,3467588,6
紐西蘭,2003631,6
銀行,34591983,6
示意圖,403285,6
桌腳,1157433,6
榮獲,8921500,6
當日,652574,6
週邊,12538251,6
受難,2946899,6
束帶,30041307,6
插孔,15255056,6
撞擊,17071932,6
消費者,2142706,6
燙手,14837998,6
控溫,4675110,6
全彩,7851793,6
毒性,3890939,6
電源線,15647805,6
證明,10109222,6
重低音,16171501,6
檜木,5247339,6
胡桃木,5510045,6
製鞋,10126650,6
簡化,15590345,6
輕量化,7246652,6
生產,15944312,6
猶豫期,1483506,6
電鍋,9180868,6
冷藏,6468960,6
袋口,14308342,6
布面,22793193,6
搜尋,5434923,6
雙入,14335327,6
隱私,17237305,6
中文版,9150133,6
座椅,12463043,6
扶手,16666664,6
票券,1319198,6
友人,983516,6
田野,4190686,6
開放,7543202,6
遠離,9067951,6
遭遇,2973056,6
成就,17101676,6
參加,390896,6
圖樣,5419340,6
裝飾,4123544,6
餅乾,4410005,6
價值,7356143,6
南部,3570078,6
參考,3546771,6
挑選,4979433,6
水晶,10531972,6
領域,1191525,6
音源線,14093047,6
高音質,3943777,6
呼叫,6672632,6
動圈,2636810,6
演唱,883136,6
歲月,14233324,6
音色,7141200,6
發聲,22131080,6
人聲,3471230,6
採用,7403869,6
外型,5122283,6
原理,22813270,6
高頻,24250901,6
愛情,1143407,6
吉他,1268436,6
紀念品,2602239,6
演唱會,2144640,6
發表,4780888,6
咖啡師,40943966,6
生技,628793,6
收到,3457889,6
大賽,1136580,6
教授,4046920,6
獨一無二,6598360,6
防火,6268150,6
感受,3888107,6
工程師,7139352,6
指定,1534305,6
太陽能,12559913,6
抵達,5684971,6
費力,4837124,6
取出,6957989,6
忘記,8700221,6
卸妝,2314725,6
理性,967191,6
膚色,2719990,6
信仰,4643284,6
季節,13786770,6
萬物,22420116,6
水面,16846140,6
氣候,24043492,6
夏天,15234725,6
自備,30214440,6
數值,9577064,6
歐美,8337071,6
時裝,2592005,6
內部,5035846,6
歐規,12830715,6
從容,11776571,6
造形,6692553,6
桌上型,7375957,6
免費,4890784,6
單一,11627964,6
個別,2041760,6
機場,2423464,6
上午,337505,6
神器,9288697,6
旅程,10273522,6
胸扣,10152605,6
具備,17596261,6
東西,8161176,6
原型,25108128,6
開收,14469873,6
大廠,5506287,6
帽子,17451992,6
日曬,2651246,6
青少年,1506395,6
生鏽,9500900,6
回彈,17752909,6
亞洲人,2788995,6
不適感,367300,6
雙耳,7655012,6
疼痛,793589,6
頭部,8523139,6
意識,173170,6
臺北,1319515,6
成立,1746465,6
緊緻,1206829,6
純水,1075500,6
護膚,2008380,6
新陳代謝,5368351,6
素食,6674402,6
玉米,6569261,6
理念,1263729,6
奶奶,315715,6
劇組,514089,6
信封,3399290,6
進入,1844308,6
固定帶,6636114,6
運動鞋,15394737,6
人數,1260260,6
廠牌,3992900,6
聚落,525699,6
平凡,180532,6
溝通,4660658,6
私人,2909313,6
當年,21915281,6
聰明,27841889,6
帥氣,27923601,6
開放式,28870416,6
貓頭鷹,3363889,6
單曲,1331712,6
掉落,7010084,6
便當盒,5990683,6
優點,1794884,6
計時,14149240,6
二合一,15842444,6
麻煩,30103957,6
高清,35569111,6
飽和,16739027,6
熱能,24084725,6
吸入,14950254,6
放電,12551947,6
衝擊,3385191,6
待機,16066339,6
通風,13623432,6
機械錶,11202165,6
提袋,26098773,6
購物,8088480,6
走到,6932815,6
液體,8130227,6
繪畫,10879340,6
毛巾,2104454,6
主角,611891,6
爺爺,9575441,6
畫素,30289092,6
感光,39553935,6
液態,23666465,6
變壓器,36992526,6
機制,10994535,6
人次,2471454,6
枕套,2607822,6
家屬,22497388,6
平放,651875,6
好吃,8106711,6
公里,10398488,6
鈕扣,6539161,6
講師,11307010,6
運費,7662541,6
隊伍,3317637,6
營隊,750850,6
查看,14538540,6
少量,8823924,6
次數,2848995,6
痘痘,621540,6
刀刃,19893993,6
沾黏,38530216,6
贈禮,21427537,6
哪裡,1547345,6
風力,32912117,6
視野,1806573,6
重點,8690253,6
掃地,41683609,6
椅子,8075238,6
久坐,11430168,6
清水,4001215,6
圖像,33446450,6
客廳,9955824,6
植栽,354309,6
盆栽,15736593,6
心愛,762528,6
整齊,7617713,6
拉開,7760523,6
喝到,34618126,6
配有,26269520,6
彩繪,293003,6
鈔票,7060833,6
冷氣,7732966,6
夜燈,14712229,6
晚鳥,19098387,6
櫃子,7815936,6
訂閱,14136138,6
體能,2993790,6
教練,16100961,6
腳踝,25944330,6
媒材,433015,6
塗鴉,737846,6
馬桶,5685397,6
殺菌率,3286557,6
用到,40802050,6
報導,11404208,6
發出,3303582,6
工業,14769372,6
出遊,654991,6
餘氯,20792270,6
保佑,21033553,6
拋棄式,7581052,6
利潤,1322550,6
流感,7292190,6
醫用,456904,6
滅菌率,888727,6
對照,3267972,6
菌數,3857357,6
菌種,2464705,6
入睡,2672902,6
對講,10512725,6
照護,7164770,6
鐵路,23083025,6
劇院,12538190,6
專業,11236143,6
板塊,4119639,6
髒污,4117650,6
鍛造,5239194,6
抗震,12300948,6
評測,27178259,6
年齡,4859517,6
女生,18804656,6
改良,11484606,6
出國,4040246,6
果香,8845721,6
吸震,24637824,6
流汗,5445685,6
圖書館,24863927,6
抹布,9227775,6
目光,14408724,6
發送,11133207,6
背光,3026845,6
單色,15739574,6
日記,3140330,6
正義,32055028,6
飾演,1804150,6
父親,2255569,6
堅韌,4994161,6
凝膠,2651181,6
減震,3810381,6
英文,16682040,6
堆肥,2595868,6
液晶,16998395,6
墊片,6843618,6
試圖,683218,6
錶面,17813777,6
毫米,9413616,6
野餐,2845836,6
橫式,15976141,6
直式,15756928,6
指針,9079745,6
手動,14836994,6
樣貌,7779409,6
誤差,14535979,6
雷雕,34211273,6
打磨,12477300,6
瓦斯,6128767,6
細膩,5053344,6
尤加利,2707787,6
工法,9433755,6
護理,7928774,6
用水,2519878,6
斷裂,6922451,6
感知,11455484,6
獲勝,3357398,6
手勢,13846685,6
機關,10073643,6
澱粉,1149558,6
仿生,2828077,6
正負,4062911,6
公仔,22057713,6
啤酒,5181874,6
農村,996960,6
手帳,4898475,6
農夫,358620,6
免運,3236566,6
場所,3801815,6
降溫,25855209,6
海拔,4680850,6
插畫家,5279983,6
項鍊,636329,6
開運,1055982,6
財運,1209442,6
神明,4105084,6
色澤,14023949,6
群募,5447160,6
電鍍,941654,6
標準版,45269006,6
取下,19886347,6
顯得,1440720,6
營利,602010,6
腳踏車,2671271,6
賀爾蒙,4855809,6
集塵盒,37275223,6
精靈,11505269,6
香水,6668175,6
靈感,10684256,6
插圖,96564,6
分流,4103011,6
